path	domain_tag	asset_type	fill	types
satellite_analysis.categories.amenity_premiums.outdoor_entertaining	images_assets	satellite	15/300	str
satellite_analysis.categories.amenity_premiums.pool_visible	images_assets	satellite	15/300	bool
satellite_analysis.categories.amenity_premiums.street_appeal	images_assets	satellite	15/300	str
satellite_analysis.categories.amenity_premiums.water_proximity	images_assets	satellite	15/300	str
satellite_analysis.categories.detractants	images_assets	satellite	15/300	object
satellite_analysis.categories.detractants.commercial_adjacency	images_assets	satellite	15/300	str
satellite_analysis.categories.detractants.construction_disruption	images_assets	satellite	15/300	str
satellite_analysis.categories.detractants.flight_path	images_assets	satellite	15/300	bool
satellite_analysis.categories.detractants.flood_indicator	images_assets	satellite	15/300	str
satellite_analysis.categories.detractants.overlooking_risk	images_assets	satellite	15/300	str
satellite_analysis.categories.detractants.power_line_proximity	images_assets	satellite	15/300	str
satellite_analysis.categories.detractants.traffic_noise_risk	images_assets	satellite	15/300	str
satellite_analysis.categories.lot_characteristics	images_assets	satellite	15/300	object
satellite_analysis.categories.lot_characteristics.lot_shape	images_assets	satellite	15/300	str
satellite_analysis.categories.lot_characteristics.neighbour_setback	images_assets	satellite	15/300	str
satellite_analysis.categories.lot_characteristics.parking_provision	physical_attributes		15/300	str
satellite_analysis.categories.lot_characteristics.usable_yard	images_assets	satellite	15/300	str
satellite_analysis.categories.neighbourhood	images_assets	satellite	15/300	object
satellite_analysis.categories.neighbourhood.density	images_assets	satellite	15/300	str
satellite_analysis.categories.neighbourhood.homogeneity	images_assets	satellite	15/300	str
satellite_analysis.categories.neighbourhood.neighbourhood_quality	images_assets	satellite	15/300	str
satellite_analysis.features	images_assets	satellite	2/300	array[]
satellite_analysis.image_size	images_assets	satellite	14/300	str
satellite_analysis.model	images_assets	satellite	15/300	str
satellite_analysis.narrative	images_assets	satellite	15/300	object
satellite_analysis.narrative.buyer_highlights	images_assets	satellite	15/300	array[str]
satellite_analysis.narrative.construction_activity	images_assets	satellite	15/300	str
satellite_analysis.narrative.flood_drainage_risk	images_assets	satellite	15/300	str
satellite_analysis.narrative.green_cover	images_assets	satellite	15/300	str
satellite_analysis.narrative.lot_assessment	images_assets	satellite	15/300	str
satellite_analysis.narrative.neighbour_density	images_assets	satellite	15/300	str
satellite_analysis.narrative.overall_setting	images_assets	satellite	15/300	str
satellite_analysis.narrative.parking_access	physical_attributes		15/300	str
satellite_analysis.narrative.pool_and_outdoor	images_assets	satellite	15/300	str
satellite_analysis.narrative.road_proximity	images_assets	satellite	15/300	str
satellite_analysis.narrative.surrounding_land_use	images_assets	satellite	15/300	str
satellite_analysis.pin_confirmed	images_assets	satellite	1/300	bool
satellite_analysis.processed_at	images_assets	satellite	15/300	datetime
satellite_analysis.processing_duration_seconds	images_assets	satellite	13/300	float
satellite_analysis.satellite_image_url	images_assets	satellite	15/300	str
satellite_analysis.source	images_assets	satellite	2/300	str
satellite_analysis.zoom_level	images_assets	satellite	15/300	int
scrape_mode	other		8/300	str
scraped_at	other		242/300	datetime
scraped_at_v2	other		161/300	datetime
scraped_data	listing_scrape		249/300	object
scraped_data.address	identity_location		242/300	object/str
scraped_data.address.__typename	identity_location		3/300	str
scraped_data.address.displayAddress	identity_location		3/300	str
scraped_data.address.geolocation	identity_location		3/300	object
scraped_data.address.geolocation.__typename	identity_location		3/300	str
scraped_data.address.geolocation.latitude	identity_location		3/300	float
scraped_data.address.geolocation.longitude	identity_location		3/300	float
scraped_data.address.postcode	identity_location		3/300	str
scraped_data.address.state	identity_location		3/300	str
scraped_data.address.street	identity_location		3/300	str
scraped_data.address.streetName	identity_location		3/300	str
scraped_data.address.streetNumber	identity_location		3/300	str
scraped_data.address.streetType	identity_location		3/300	str
scraped_data.address.streetTypeLong	identity_location		3/300	str
scraped_data.address.suburb	identity_location		3/300	object
scraped_data.address.suburb.__typename	identity_location		3/300	str
scraped_data.address.suburb.area	identity_location		3/300	str
scraped_data.address.suburb.name	identity_location		3/300	str
scraped_data.address.suburb.postcode	identity_location		3/300	str
scraped_data.address.suburb.region	identity_location		3/300	str
scraped_data.address.suburb.slug	identity_location		3/300	str
scraped_data.address.suburb.state	identity_location		3/300	str
scraped_data.address.suburbName	identity_location		3/300	str
scraped_data.address.unitNumber	identity_location		3/300	str
scraped_data.address_pid	identity_location		242/300	int/null
scraped_data.features	listing_scrape		243/300	object
scraped_data.features.bathrooms	physical_attributes		242/300	int/null
scraped_data.features.bedrooms	physical_attributes		242/300	int/null
scraped_data.features.car_spaces	physical_attributes		242/300	int/null
scraped_data.features.land_size	physical_attributes		242/300	null
scraped_data.features.property_type	physical_attributes		243/300	str
scraped_data.images	images_assets	facade_gallery	242/300	array[]/array[object]
scraped_data.images[].date	images_assets	facade_gallery	221/300	null/str
scraped_data.images[].index	images_assets	facade_gallery	221/300	int
scraped_data.images[].url	images_assets	facade_gallery	221/300	str
scraped_data.images_updated_at	images_assets	facade_gallery	2/300	str
scraped_data.property_timeline	listing_scrape		249/300	array[]/array[object]
scraped_data.property_timeline[].agency_name	listing_scrape		224/300	null/str
scraped_data.property_timeline[].agency_url	listing_scrape		224/300	null/str
scraped_data.property_timeline[].category	listing_scrape		224/300	str
scraped_data.property_timeline[].date	listing_scrape		224/300	str
scraped_data.property_timeline[].days_on_market	market_metrics		224/300	int/null
scraped_data.property_timeline[].is_major_event	listing_scrape		224/300	bool
scraped_data.property_timeline[].is_sold	transactions_history		224/300	bool/null
scraped_data.property_timeline[].month_year	listing_scrape		224/300	str
scraped_data.property_timeline[].price	listing_scrape		224/300	int/null
scraped_data.property_timeline[].type	listing_scrape		224/300	str
scraped_data.rental_estimate	listing_scrape		242/300	object
scraped_data.rental_estimate.weekly_rent	listing_scrape		242/300	int/null
scraped_data.rental_estimate.yield	listing_scrape		242/300	float/null
scraped_data.rental_estimate_history	listing_scrape		26/300	array[object]
scraped_data.rental_estimate_history[].recorded_at	listing_scrape		26/300	str
scraped_data.rental_estimate_history[].weekly_rent	listing_scrape		26/300	int
scraped_data.rental_estimate_history[].yield	listing_scrape		26/300	float
scraped_data.scraped_at	listing_scrape		242/300	str
scraped_data.suburb	identity_location		239/300	str
scraped_data.url	listing_scrape		242/300	str
scraped_data.valuation	valuation		242/300	object
scraped_data.valuation.accuracy	valuation		242/300	null/str
scraped_data.valuation.date	valuation		242/300	null/str
scraped_data.valuation.high	valuation		242/300	int/null
scraped_data.valuation.low	valuation		242/300	int/null
scraped_data.valuation.mid	valuation		242/300	int/null
scraped_data.valuation_history	valuation		26/300	array[]/array[object]
scraped_data.valuation_history[].accuracy	valuation		20/300	str
scraped_data.valuation_history[].date	valuation		20/300	str
scraped_data.valuation_history[].high	valuation		20/300	int
scraped_data.valuation_history[].low	valuation		20/300	int
scraped_data.valuation_history[].mid	valuation		20/300	int
scraped_data.valuation_history[].recorded_at	valuation		20/300	str
scraped_data.worker_id	listing_scrape		239/300	int
scraped_data_apr01_recovered	listing_scrape		218/300	object
scraped_data_apr01_recovered.address	identity_location		218/300	str
scraped_data_apr01_recovered.address_pid	identity_location		218/300	int
scraped_data_apr01_recovered.features	listing_scrape		218/300	object
scraped_data_apr01_recovered.features.bathrooms	physical_attributes		218/300	int/null
scraped_data_apr01_recovered.features.bedrooms	physical_attributes		218/300	int/null
scraped_data_apr01_recovered.features.car_spaces	physical_attributes		218/300	int/null
scraped_data_apr01_recovered.features.land_size	physical_attributes		218/300	null
scraped_data_apr01_recovered.features.property_type	physical_attributes		218/300	str
scraped_data_apr01_recovered.images	images_assets	facade_gallery	218/300	array[object]
scraped_data_apr01_recovered.images[].date	images_assets	facade_gallery	218/300	null/str
scraped_data_apr01_recovered.images[].index	images_assets	facade_gallery	218/300	int
scraped_data_apr01_recovered.images[].url	images_assets	facade_gallery	218/300	str
scraped_data_apr01_recovered.images_updated_at	images_assets	facade_gallery	2/300	str
scraped_data_apr01_recovered.property_timeline	listing_scrape		218/300	array[]/array[object]
scraped_data_apr01_recovered.property_timeline[].agency_name	listing_scrape		200/300	null/str
scraped_data_apr01_recovered.property_timeline[].agency_url	listing_scrape		200/300	null/str
scraped_data_apr01_recovered.property_timeline[].category	listing_scrape		200/300	str
scraped_data_apr01_recovered.property_timeline[].date	listing_scrape		200/300	str
scraped_data_apr01_recovered.property_timeline[].days_on_market	market_metrics		200/300	int/null
scraped_data_apr01_recovered.property_timeline[].is_major_event	listing_scrape		200/300	bool
scraped_data_apr01_recovered.property_timeline[].is_sold	transactions_history		200/300	bool/null
scraped_data_apr01_recovered.property_timeline[].month_year	listing_scrape		200/300	str
scraped_data_apr01_recovered.property_timeline[].price	listing_scrape		200/300	int/null
scraped_data_apr01_recovered.property_timeline[].type	listing_scrape		200/300	str
scraped_data_apr01_recovered.rental_estimate	listing_scrape		218/300	object
scraped_data_apr01_recovered.rental_estimate.weekly_rent	listing_scrape		218/300	int/null
scraped_data_apr01_recovered.rental_estimate.yield	listing_scrape		218/300	float/null
